SimID, TxID, Size, Value, NodeID, ArrivalTime, ConflictID, DependencyIDs
99,70,4640.0,4430.301,21,3981485,-1,-1
99,80,5400.0,3650.233,26,4479534,-1,-1
99,90,5802.0,3809.3098,28,5358835,-1,-1
100,50,4796.0,3726.9883,16,3246341,-1,-1
100,60,4684.0,3761.8628,12,3694500,-1,-1
100,70,4760.0,3704.986,12,4112184,-1,-1
100,80,4693.0,3591.436,13,4578473,-1,-1
100,90,5866.0,3545.4963,2,5018417,-1,-1
101,50,5020.0,3182.7617,12,2997342,-1,-1
101,60,4991.0,3471.39,10,3700824,-1,-1
101,70,4215.0,3335.8167,30,4523734,-1,-1
101,80,5140.0,3667.2483,30,5092016,-1,-1
101,90,4260.0,3579.2224,27,5846610,-1,-1
102,50,5472.0,3229.1116,27,2251052,-1,-1
102,60,4972.0,3442.2996,4,2664570,-1,-1
102,70,5041.0,3742.736,7,3389447,-1,-1
102,80,4684.0,3642.0,8,4034878,-1,-1
102,90,4986.0,3447.9795,28,4671358,-1,-1
103,50,5445.0,3896.2612,30,3217066,-1,-1
103,60,4744.0,3994.6035,9,3870108,-1,-1
